Four Digit Industries,Year,Capital productivity (2007=100),Capital productivity (percent change),Capital (2007=100),Capital (percent change),Capital costs (Million $),Capital costs (percent change),Capital cost share,Capital cost share (percent change),Capital intensity (2007=100),Capital intensity (percent change),Contribution of capital intensity (2007=100),Contribution of capital intensity (percent change),Labor productivity (2007=100),Labor productivity (percent change),Hours worked (2007=100),Hours worked (percent change),Labor compensation (Million $),Labor compensation (percent change),Labor cost share,Labor cost share (percent change),Hours worked (millions),Hours worked (percent change),Multifactor productivity (2007=100),Multifactor productivity (percent change),Combined inputs (2007=100),Combined inputs (percent change),Combined inputs costs (Million $),Combined inputs costs (percent change),Implicit combined inputs deflator (2007=100),Implicit combined inputs deflator (percent change),Intermediate purchases productivity (2007=100),Intermediate purchases productivity (percent change),Intermediate purchases (2007=100),Intermediate purchases (percent change),Intermediate purchases costs (Million $),Intermediate purchases costs (percent change),Intermediate purchases cost share,Intermediate purchases cost share (percent change),Intermediate purchases to hours ratio (2007=100),Intermediate purchases to hours ratio (percent change),Contribution of intermediate purchases intensity (2007=100),Contribution of intermediate purchases intensity (percent change),Output (2007=100),Output (percent change),Implicit output deflator (2007=100),Implicit output deflator (percent change),Value of production (Million $),Value of production (percent change),Unit labor costs (2007=100),Unit labor costs (percent change),Labor compensation (2007=100),Labor compensation (percent change),Hourly compensation (2007=100),Hourly compensation (percent change),Output per employee (2007=100),Output per employee (percent change),Employment (2007=100),Employment (percent change),Employment (thousands),Employment (percent change)
3114 - Fruit and vegetable preserving and specialty food manufacturing,2012,96.11,5.1,100.336,0.5,19657.64,13.2,0.301,3.4,96.373,0.5,99.008,0.1,92.624,5.6,104.112,0.1,8704.818,4.9,0.133,-4.3,356.033,0.1,99.007,1.4,97.4,4.2,65364.037,9.3,117.828,4.9,102.102,-1.5,94.448,7.2,37001.579,8.4,0.566,-0.9,90.717,7.1,94.49,4,96.433,5.6,119.009,3.5,65364.037,9.3,113.472,-0.7,109.424,4.9,105.102,4.8,96.878,5.3,99.541,0.3,173.5,0.3
3114 - Fruit and vegetable preserving and specialty food manufacturing,2013,98.224,2.2,100.117,-0.2,20819.457,5.9,0.309,2.7,100.775,4.6,100.366,1.4,98.985,6.9,99.347,-4.6,8776.668,0.8,0.13,-2.3,339.738,-4.6,101.097,2.1,97.272,-0.1,67297.459,3,121.473,3.1,103.102,1,95.38,1,37701.333,1.9,0.56,-1.1,96.006,5.8,97.554,3.2,98.339,2,120.155,1,67297.459,3,112.191,-1.1,110.327,0.8,111.052,5.7,100.53,3.8,97.82,-1.7,170.5,-1.7
3114 - Fruit and vegetable preserving and specialty food manufacturing,2014,98.579,0.4,100.266,0.1,19839.392,-4.7,0.291,-5.8,100.53,-0.2,100.293,-0.1,99.101,0.1,99.738,0.4,8927.919,1.7,0.131,0.8,341.073,0.4,98.223,-2.8,100.629,3.5,68156.352,1.3,118.918,-2.1,97.795,-5.1,101.07,6,39389.041,4.5,0.578,3.2,101.336,5.6,100.599,3.1,98.841,0.5,121.069,0.8,68156.352,1.3,113.544,1.2,112.229,1.7,112.524,1.3,101.58,1,97.303,-0.5,169.6,-0.5
3114 - Fruit and vegetable preserving and specialty food manufacturing,2015,98.208,-0.4,100.951,0.7,21339.259,7.6,0.308,5.8,106.936,6.4,102.167,1.9,105.019,6,94.404,-5.3,9186.676,2.9,0.133,1.5,322.833,-5.3,98.486,0.3,100.666,0,69225.521,1.6,120.739,1.5,97.136,-0.7,102.066,1,38699.586,-1.8,0.559,-3.3,108.116,6.7,104.372,3.8,99.142,0.3,122.595,1.3,69225.521,1.6,116.481,2.6,115.481,2.9,122.327,8.7,99.657,-1.9,99.484,2.2,173.4,2.2
3114 - Fruit and vegetable preserving and specialty food manufacturing,2016,96.973,-1.3,100.787,-0.2,20211.094,-5.3,0.3,-2.6,100.446,-6.1,100.241,-1.9,97.406,-7.2,100.339,6.3,9474.839,3.1,0.14,5.3,343.128,6.3,96.259,-2.3,101.534,0.9,67453.493,-2.6,116.643,-3.4,95.629,-1.6,102.203,0.1,37767.56,-2.4,0.56,0.2,101.858,-5.8,100.948,-3.3,97.736,-1.4,121.176,-1.2,67453.493,-2.6,121.863,4.6,119.104,3.1,118.702,-3,98.187,-1.5,99.541,0.1,173.5,0.1
3114 - Fruit and vegetable preserving and specialty food manufacturing,2017,99.037,2.1,99.006,-1.8,18678.586,-7.6,0.274,-8.7,89.942,-10.5,97.117,-3.1,89.076,-8.6,110.077,9.7,9952.788,5,0.146,4.3,376.432,9.7,94.154,-2.2,104.142,2.6,68256.879,1.2,115.077,-1.3,93.088,-2.7,105.334,3.1,39625.505,4.9,0.581,3.8,95.691,-6.1,97.416,-3.5,98.053,0.3,122.223,0.9,68256.879,1.2,127.596,4.7,125.112,5,113.658,-4.2,97.997,-0.2,100.057,0.5,174.4,0.5
3114 - Fruit and vegetable preserving and specialty food manufacturing,2018,100.935,1.9,98.171,-0.8,20860.988,11.7,0.298,8.8,89.484,-0.5,96.975,-0.1,90.321,1.4,109.708,-0.3,10167.079,2.2,0.145,-0.7,375.168,-0.3,97.371,3.4,101.765,-2.3,69951.332,2.5,120.688,4.9,97.47,4.7,101.661,-3.5,38923.265,-1.8,0.556,-4.3,92.665,-3.2,95.653,-1.8,99.089,1.1,123.947,1.4,69951.332,2.5,128.981,1.1,127.806,2.2,116.496,2.5,98.636,0.7,100.459,0.4,175.1,0.4
3114 - Fruit and vegetable preserving and specialty food manufacturing,2019,,,,,,,,,,,,,90.607,0.3,108.353,-1.2,10590.839,4.2,,,370.536,-1.2,,,,,,,,,,,,,,,,,,,,,98.176,-0.9,124.943,0.8,69863.36,-0.1,135.606,5.1,133.133,4.2,122.869,5.5,97.338,-1.3,100.861,0.4,175.8,0.4
3115 - Dairy product manufacturing,1987,107.671,,74.234,,3823.349,,0.109,,69.575,,95.619,,74.912,,106.697,,4002.181,,0.114,,304.283,,94.087,,84.953,,34958.72,,56.451,,94.53,,84.554,,27133.19,,0.776,,79.247,,83.268,,79.929,,59.999,,34958.72,,67.676,,54.093,,50.697,,71.599,,111.635,,151.6,
3115 - Dairy product manufacturing,1988,112.338,4.3,75.697,2,3886.678,1.7,0.105,-3.7,71.631,3,95.917,0.3,80.469,7.4,105.676,-1,4221.723,5.5,0.114,0,301.371,-1,95.007,1,89.506,5.4,37149.921,6.3,56.938,0.9,94.17,-0.4,90.301,6.8,29041.52,7,0.782,0.8,85.451,7.8,88.303,6,85.037,6.4,59.93,-0.1,37149.921,6.3,67.1,-0.9,57.06,5.5,53.995,6.5,77.09,7.7,110.309,-1.2,149.8,-1.2
3115 - Dairy product manufacturing,1989,110.299,-1.8,76.642,1.2,3395.795,-12.6,0.085,-19,71.44,-0.3,95.893,0,78.798,-2.1,107.282,1.5,4456.874,5.6,0.112,-1.8,305.95,1.5,92.59,-2.5,91.301,2,39756.348,7,59.734,4.9,91.63,-2.7,92.258,2.2,31903.679,9.9,0.802,2.6,85.996,0.6,88.749,0.5,84.536,-0.6,64.515,7.7,39756.348,7,71.258,6.2,60.238,5.6,56.15,4,77.098,0,109.647,-0.6,148.9,-0.6
3115 - Dairy product manufacturing,1990,107.863,-2.2,78.015,1.8,3437.52,1.2,0.083,-2.4,75.84,6.2,96.378,0.5,81.803,3.8,102.868,-4.1,4514.011,1.3,0.109,-2.7,293.362,-4.1,90.87,-1.9,92.604,1.4,41259.4,3.8,61.12,2.3,89.269,-2.6,94.265,2.2,33307.87,4.4,0.807,0.6,91.637,6.6,93.406,5.2,84.15,-0.5,67.261,4.3,41259.4,3.8,72.503,1.7,61.011,1.3,59.31,5.6,77.897,1,108.027,-1.5,146.7,-1.5
3115 - Dairy product manufacturing,1991,107.158,-0.7,79.371,1.7,3615.147,5.2,0.089,7.2,77.077,1.6,96.512,0.1,82.594,1,102.977,0.1,4710.238,4.3,0.116,6.4,293.672,0.1,89.654,-1.3,94.868,2.4,40624.5,-1.5,58.744,-3.9,87.724,-1.7,96.956,2.9,32299.116,-3,0.795,-1.5,94.153,2.7,95.455,2.2,85.053,1.1,65.523,-2.6,40624.5,-1.5,74.851,3.2,63.663,4.3,61.823,4.2,78.466,0.7,108.395,0.3,147.2,0.3
3115 - Dairy product manufacturing,1992,108.906,1.6,80.373,1.3,4795.375,32.6,0.112,25.8,78.591,2,96.701,0.2,85.591,3.6,102.267,-0.7,4829.414,2.5,0.112,-3.4,291.648,-0.7,93.001,3.7,94.119,-0.8,42971.48,5.8,62.632,6.6,91.25,4,95.925,-1.1,33346.69,3.2,0.776,-2.4,93.798,-0.4,95.172,-0.3,87.531,2.9,67.346,2.8,42971.48,5.8,74.572,-0.4,65.274,2.5,63.827,3.2,81.865,4.3,106.922,-1.4,145.2,-1.4
3115 - Dairy product manufacturing,1993,106.897,-1.8,81.273,1.1,4836.623,0.9,0.114,1.8,79.567,1.2,96.835,0.1,85.055,-0.6,102.144,-0.1,4837.319,0.2,0.114,1.8,291.298,-0.1,92.736,-0.3,93.684,-0.5,42595.718,-0.9,62.373,-0.4,91.244,0,95.215,-0.7,32921.775,-1.3,0.773,-0.4,93.216,-0.6,94.715,-0.5,86.879,-0.7,67.259,-0.1,42595.718,-0.9,75.255,0.9,65.38,0.2,64.008,0.3,81.31,-0.7,106.848,-0.1,145.1,-0.1
3115 - Dairy product manufacturing,1994,105.716,-1.1,81.861,0.7,4505.186,-6.9,0.105,-7.9,81.788,2.8,97.127,0.3,86.463,1.7,100.09,-2,4914.97,1.6,0.115,0.9,285.438,-2,92.682,-0.1,93.374,-0.3,42850.633,0.6,62.954,0.9,91.099,-0.2,94.997,-0.2,33430.477,1.5,0.78,0.9,94.912,1.8,96.05,1.4,86.541,-0.4,67.925,1,42850.633,0.6,76.762,2,66.43,1.6,66.371,3.7,83.527,2.7,103.608,-3,140.7,-3
3115 - Dairy product manufacturing,1995,107.416,1.6,83.825,2.4,4960.2,10.1,0.111,5.7,83.826,2.5,97.386,0.3,90.043,4.1,99.998,-0.1,5120.602,4.2,0.115,0,285.178,-0.1,93.798,1.2,95.995,2.8,44704.422,4.3,63.885,1.5,91.757,0.7,98.13,3.3,34623.62,3.6,0.775,-0.6,98.132,3.4,98.573,2.6,90.041,4,68.109,0.3,44704.422,4.3,76.864,0.1,69.209,4.2,69.211,4.3,87.842,5.2,102.504,-1.1,139.2,-1.1
3115 - Dairy product manufacturing,1996,102.334,-4.7,84.869,1.2,5013.633,1.1,0.107,-3.6,88.57,5.7,97.972,0.6,90.637,0.7,95.822,-4.2,5148.62,0.5,0.11,-4.3,273.268,-4.2,92.901,-1,93.487,-2.6,46771.96,4.6,68.632,7.4,91.162,-0.6,95.27,-2.9,36609.706,5.7,0.783,1,99.424,1.3,99.583,1,86.85,-3.5,73.877,8.5,46771.96,4.6,80.124,4.2,69.588,0.5,72.622,4.9,87.365,-0.5,99.411,-3,135,-3
3115 - Dairy product manufacturing,1997,102.765,0.4,85.785,1.1,6070.041,21.1,0.13,21.5,90.807,2.5,98.262,0.3,93.317,3,94.47,-1.4,5348.949,3.9,0.114,3.6,269.413,-1.4,92.74,-0.2,95.058,1.7,46844.995,0.2,67.603,-1.5,90.514,-0.7,97.397,2.2,35426.004,-3.2,0.756,-3.4,103.098,3.7,102.402,2.8,88.157,1.5,72.895,-1.3,46844.995,0.2,82.007,2.4,72.296,3.9,76.527,5.4,89.811,2.8,98.159,-1.3,133.3,-1.3
3115 - Dairy product manufacturing,1998,99.505,-3.2,87.199,1.6,7106.364,17.1,0.143,10,92.152,1.5,98.459,0.2,91.696,-1.7,94.625,0.2,5442.91,1.8,0.109,-4.4,269.854,0.2,93.032,0.3,93.266,-1.9,49800.186,6.3,73.249,8.4,91.663,1.3,94.659,-2.8,37250.912,5.2,0.748,-1.1,100.036,-3,100.106,-2.2,86.767,-1.6,78.736,8,49800.186,6.3,84.785,3.4,73.565,1.8,77.744,1.6,88.461,-1.5,98.085,-0.1,133.2,-0.1
3115 - Dairy product manufacturing,1999,97.034,-2.5,88.52,1.5,7055.813,-0.7,0.143,0,89.49,-2.9,98.048,-0.4,86.836,-5.3,98.915,4.5,5607.316,3,0.113,3.7,282.089,4.5,90.395,-2.8,95.021,1.9,49436.284,-0.7,71.371,-2.6,89.345,-2.5,96.137,1.6,36773.155,-1.3,0.744,-0.5,97.191,-2.8,97.975,-2.1,85.894,-1,78.955,0.3,49436.284,-0.7,88.234,4.1,75.788,3,76.619,-1.4,86.339,-2.4,99.485,1.4,135.1,1.4
3115 - Dairy product manufacturing,2000,99.244,2.3,90.516,2.3,8656.299,22.7,0.174,21.7,90.201,0.8,98.171,0.1,89.519,3.1,100.348,1.4,5874.088,4.8,0.118,4.4,286.177,1.4,92.776,2.6,96.826,1.9,49699.721,0.5,70.414,-1.3,91.704,2.6,97.958,1.9,35169.335,-4.4,0.708,-4.8,97.618,0.4,98.287,0.3,89.831,4.6,75.896,-3.9,49699.721,0.5,88.38,0.2,79.393,4.8,79.118,3.3,87.323,1.1,102.872,3.4,139.7,3.4
3115 - Dairy product manufacturing,2001,95.57,-3.7,91.464,1,8998.84,4,0.171,-1.7,92.431,2.5,98.586,0.4,88.337,-1.3,98.953,-1.4,6063.41,3.2,0.115,-2.5,282.197,-1.4,93.223,0.5,93.767,-3.2,52591.922,5.8,76.942,9.3,93.379,1.8,93.61,-4.4,37529.671,6.7,0.714,0.8,94.6,-3.1,96.118,-2.2,87.412,-2.7,82.536,8.7,52591.922,5.8,93.754,6.1,81.952,3.2,82.819,4.7,86.143,-1.4,101.473,-1.4,137.8,-1.4
3115 - Dairy product manufacturing,2002,100.394,5,94.036,2.8,10608.686,17.9,0.199,16.4,97.432,5.4,99.552,1,97.816,10.7,96.514,-2.5,6259.35,3.2,0.117,1.7,275.241,-2.5,94.869,1.8,99.512,6.1,53298.108,1.3,73.474,-4.5,92.917,-0.5,101.603,8.5,36430.072,-2.9,0.684,-4.2,105.272,11.3,103.57,7.8,94.406,8,77.447,-6.2,53298.108,1.3,89.613,-4.4,84.6,3.2,87.656,5.8,93.375,8.4,101.105,-0.4,137.3,-0.4
3115 - Dairy product manufacturing,2003,98.881,-1.5,96.301,2.4,11146.49,5.1,0.204,2.5,103.427,6.2,100.756,1.2,102.269,4.6,93.11,-3.5,6525.172,4.2,0.119,1.7,265.535,-3.5,96.722,2,98.451,-1.1,54706.675,2.6,76.228,3.7,95.286,2.5,99.935,-1.6,37035.013,1.7,0.677,-1,107.329,2,104.942,1.3,95.223,0.9,78.812,1.8,54706.675,2.6,92.617,3.4,88.193,4.2,94.719,8.1,94.596,1.3,100.663,-0.4,136.7,-0.4
3115 - Dairy product manufacturing,2004,96.23,-2.7,96.555,0.3,13004.165,16.7,0.219,7.4,106.509,3,101.384,0.6,102.493,0.2,90.654,-2.6,6688.773,2.5,0.113,-5,258.53,-2.6,100.206,3.6,92.723,-5.8,59251.386,8.3,87.661,15,101.261,6.3,91.757,-8.2,39558.448,6.8,0.668,-1.3,101.217,-5.7,100.886,-3.9,92.914,-2.4,87.48,11,59251.386,8.3,97.299,5.1,90.404,2.5,99.724,5.3,95.88,1.4,96.907,-3.7,131.6,-3.7
3115 - Dairy product manufacturing,2005,100.16,4.1,98.009,1.5,13718.188,5.5,0.22,0.5,101.698,-4.5,100.361,-1,101.86,-0.6,96.373,6.3,7016.48,4.9,0.112,-0.9,274.838,6.3,100.449,0.2,97.726,5.4,62454.437,5.4,87.669,0,100.405,-0.8,97.77,6.6,41719.769,5.5,0.668,0,101.449,0.2,101.041,0.2,98.165,5.7,87.277,-0.2,62454.437,5.4,96.606,-0.7,94.834,4.9,98.403,-1.3,99.484,3.8,98.675,1.8,134,1.8
3115 - Dairy product manufacturing,2006,100.13,0,99.441,1.5,13147.222,-4.2,0.214,-2.7,100.831,-0.9,100.174,-0.2,100.961,-0.9,98.622,2.3,6872.269,-2.1,0.112,0,281.252,2.3,96.902,-3.5,102.753,5.1,61316.871,-1.8,81.862,-6.6,95.315,-5.1,104.463,6.8,41297.379,-1,0.674,0.9,105.923,4.4,104.008,2.9,99.57,1.4,84.479,-3.2,61316.871,-1.8,93.286,-3.4,92.884,-2.1,94.183,-4.3,100.982,1.5,98.601,-0.1,133.9,-0.1
3115 - Dairy product manufacturing,2007,100,-0.1,100,0.6,15031.818,14.3,0.206,-3.7,100,-0.8,100,-0.2,100,-1,100,1.4,7398.727,7.7,0.101,-9.8,285.183,1.4,100,3.2,100,-2.7,72896.289,18.9,100,22.2,100,4.9,100,-4.3,50465.744,22.2,0.692,2.7,100,-5.6,100,-3.9,100,0.4,100,18.4,72896.289,18.9,100,7.2,100,7.7,100,6.2,100,-1,100,1.4,135.8,1.4
3115 - Dairy product manufacturing,2008,100.249,0.2,101.172,1.2,14334.873,-4.6,0.188,-8.7,106.471,6.5,101.243,1.2,106.736,6.7,95.023,-5,7793.602,5.3,0.102,1,270.99,-5,97.072,-2.9,104.483,4.5,76300.107,4.7,100.178,0.2,94.88,-5.1,106.896,6.9,54171.631,7.3,0.71,2.6,112.495,12.5,108.605,8.6,101.424,1.4,103.2,3.2,76300.107,4.7,103.858,3.9,105.337,5.3,110.854,10.9,104.74,4.7,96.834,-3.2,131.5,-3.2
3115 - Dairy product manufacturing,2009,99.947,-0.3,103.676,2.5,16618.642,15.9,0.246,30.9,112.758,5.9,102.512,1.3,112.698,5.6,91.945,-3.2,8030.111,3,0.119,16.7,262.212,-3.2,100.824,3.9,102.774,-1.6,67519.884,-11.5,90.125,-10,99.589,5,104.048,-2.7,42871.131,-20.9,0.635,-10.6,113.163,0.6,109.039,0.4,103.621,2.2,89.388,-13.4,67519.884,-11.5,104.741,0.9,108.534,3,118.042,6.5,105.961,1.2,97.791,1,132.8,1
3115 - Dairy product manufacturing,2010,101.744,1.8,103.889,0.2,18522.236,11.5,0.244,-0.8,114.841,1.8,102.972,0.4,116.844,3.7,90.463,-1.6,8378.424,4.3,0.11,-7.6,257.986,-1.6,103.592,2.7,102.036,-0.7,76010.696,12.6,102.192,13.4,102.52,2.9,103.102,-0.9,49110.035,14.6,0.646,1.7,113.972,0.7,109.537,0.5,105.701,2,98.649,10.4,76010.696,12.6,107.134,2.3,113.241,4.3,125.179,6,108.007,1.9,97.865,0.1,132.9,0.1
3115 - Dairy product manufacturing,2011,99.055,-2.6,105.361,1.4,18477.223,-0.2,0.219,-10.2,113.16,-1.5,102.621,-0.3,112.091,-4.1,93.108,2.9,8434.734,0.7,0.1,-9.1,265.528,2.9,100.14,-3.3,104.22,2.1,84265.726,10.9,110.916,8.5,98.979,-3.5,105.443,2.3,57353.769,16.8,0.681,5.4,113.248,-0.6,109.075,-0.4,104.366,-1.3,110.761,12.3,84265.726,10.9,109.234,2,114.002,0.7,122.441,-2.2,105.847,-2,98.601,0.8,133.9,0.8
3115 - Dairy product manufacturing,2012,99.361,0.3,108.572,3,16862.406,-8.7,0.197,-10,110.268,-2.6,102.07,-0.5,109.563,-2.3,98.462,5.8,8626.872,2.3,0.101,1,280.797,5.8,96.335,-3.8,111.982,7.4,85709.59,1.7,104.997,-5.3,93.81,-5.2,114.996,9.1,60220.312,5,0.703,3.2,116.792,3.1,111.425,2.2,107.878,3.4,108.991,-1.6,85709.59,1.7,108.085,-1.1,116.599,2.3,118.421,-3.3,107.403,1.5,100.442,1.9,136.4,1.9
3115 - Dairy product manufacturing,2013,98.431,-0.9,109.415,0.8,16295.597,-3.4,0.183,-7.1,112.857,2.3,102.521,0.4,111.086,1.4,96.95,-1.5,8805.149,2.1,0.099,-2,276.486,-1.5,95.587,-0.8,112.67,0.6,88836.744,3.6,108.163,3,92.84,-1,116.004,0.9,63735.998,5.8,0.717,2,119.653,2.4,113.356,1.7,107.698,-0.2,113.156,3.8,88836.744,3.6,110.502,2.2,119.009,2.1,122.753,3.7,108.337,0.9,99.411,-1,135,-1
3115 - Dairy product manufacturing,2014,96.703,-1.8,109.318,-0.1,16547.014,1.5,0.172,-6,114.659,1.6,102.81,0.3,110.879,-0.2,95.342,-1.7,9109.541,3.5,0.095,-4,271.899,-1.7,93.612,-2.1,112.927,0.2,96319.181,8.4,117.006,8.2,90.621,-2.4,116.655,0.6,70662.626,10.9,0.734,2.4,122.354,2.3,115.207,1.6,105.714,-1.8,124.99,10.5,96319.181,8.4,116.468,5.4,123.123,3.5,129.138,5.2,106.577,-1.6,99.19,-0.2,134.7,-0.2
3115 - Dairy product manufacturing,2015,98.178,1.5,112.375,2.8,16648.003,0.6,0.191,11,113.178,-1.3,102.568,-0.2,111.116,0.2,99.291,4.1,9390.878,3.1,0.108,13.7,283.16,4.1,94.745,1.2,116.447,3.1,87116.022,-9.6,102.628,-12.3,91.774,1.3,120.217,3.1,61077.141,-13.6,0.701,-4.5,121.076,-1,114.343,-0.8,110.328,4.4,108.32,-13.3,87116.022,-9.6,115.044,-1.2,126.926,3.1,127.832,-1,109.361,2.6,100.884,1.7,137,1.7
3115 - Dairy product manufacturing,2016,98.378,0.2,114.467,1.9,17867.403,7.3,0.205,7.3,116.034,2.5,103.075,0.5,114.152,2.7,98.65,-0.6,9935.842,5.8,0.114,5.6,281.332,-0.6,97.179,2.6,115.88,-0.5,87232.645,0.1,103.268,0.6,94.737,3.2,118.866,-1.1,59429.401,-2.7,0.681,-2.9,120.493,-0.5,113.962,-0.3,112.611,2.1,106.266,-1.9,87232.645,0.1,119.253,3.7,134.291,5.8,136.129,6.5,107.998,-1.2,104.271,3.4,141.6,3.4
3115 - Dairy product manufacturing,2017,96.949,-1.5,117.462,2.6,16824.311,-5.8,0.183,-10.7,116.311,0.2,103.123,0,112.762,-1.2,100.99,2.4,10553.227,6.2,0.115,0.9,288.006,2.4,95.586,-1.6,119.136,2.8,91686.486,5.1,105.574,2.2,93.07,-1.8,122.357,2.9,64308.948,8.2,0.701,2.9,121.158,0.6,114.396,0.4,113.878,1.1,110.448,3.9,91686.486,5.1,125.253,5,142.636,6.2,141.238,3.8,105.995,-1.9,107.437,3,145.9,3
3115 - Dairy product manufacturing,2018,98.29,1.4,120.034,2.2,18352.063,9.1,0.199,8.7,112.846,-3,102.529,-0.6,110.916,-1.6,106.37,5.3,10802.209,2.4,0.117,1.7,303.349,5.3,97.179,1.7,121.406,1.9,92338.576,0.7,104.337,-1.2,95.219,2.3,123.905,1.3,63184.305,-1.7,0.684,-2.4,116.485,-3.9,111.321,-2.7,117.981,3.6,107.366,-2.8,92338.576,0.7,123.749,-1.2,146.001,2.4,137.257,-2.8,105.965,0,111.34,3.6,151.2,3.6
3115 - Dairy product manufacturing,2019,,,,,,,,,,,,,103.335,-6.8,113.664,6.9,11369.451,5.3,,,324.151,6.9,,,,,,,,,,,,,,,,,,,,,117.455,-0.4,112.218,4.5,96081.71,4.1,130.831,5.7,153.668,5.3,135.194,-1.5,101.53,-4.2,115.685,3.9,157.1,3.9
3116 - Animal slaughtering and processing,1987,98.295,,64.962,,1052.662,,0.016,,86.759,,98.226,,85.28,,74.876,,8684.25,,0.135,,768.047,,79.721,,80.096,,64244.169,,59.161,,75.96,,84.063,,54507.256,,0.848,,112.269,,108.904,,63.854,,74.209,,64244.169,,72.42,,46.243,,61.759,,82.294,,77.592,,398.9,
3116 - Animal slaughtering and processing,1988,100.298,2,66.285,2,1019.286,-3.2,0.015,-6.3,84.349,-2.8,98.183,0,84.601,-0.8,78.584,5,9416.359,8.4,0.137,1.5,806.081,5,80.905,1.5,82.173,2.6,68838.495,7.2,61.789,4.4,77.362,1.8,85.937,2.2,58402.85,7.1,0.848,0,109.358,-2.6,106.503,-2.2,66.482,4.1,76.372,2.9,68838.495,7.2,75.42,4.1,50.141,8.4,63.806,3.3,83.139,1,79.965,3.1,411.1,3.1
3116 - Animal slaughtering and processing,1989,100.305,0,67.932,2.5,1396.228,37,0.019,26.7,83.875,-0.6,98.174,0,84.131,-0.6,80.992,3.1,10135.461,7.6,0.136,-0.7,830.785,3.1,80.35,-0.7,84.804,3.2,74666.331,8.5,64.941,5.1,76.803,-0.7,88.719,3.2,63134.643,8.1,0.846,-0.2,109.541,0.2,106.654,0.1,68.139,2.5,80.824,5.8,74666.331,8.5,79.206,5,53.97,7.6,66.637,4.4,83.011,-0.2,82.085,2.7,422,2.7
3116 - Animal slaughtering and processing,1990,95.883,-4.4,70.123,3.2,2178.34,56,0.028,47.4,85.46,1.9,98.217,0,81.941,-2.6,82.053,1.3,10556.896,4.2,0.135,-0.7,841.671,1.3,79.674,-0.8,84.388,-0.5,78204.248,4.7,68.353,5.3,76.455,-0.5,87.941,-0.9,65469.013,3.7,0.837,-1.1,107.176,-2.2,104.713,-1.8,67.235,-1.3,85.792,6.1,78204.248,4.7,83.608,5.6,56.214,4.2,68.51,2.8,79.884,-3.8,84.167,2.5,432.7,2.5
3116 - Animal slaughtering and processing,1991,95.008,-0.9,72.522,3.4,509.347,-76.6,0.007,-75,88.798,3.9,98.281,0.1,84.365,3,81.671,-0.5,11096.197,5.1,0.143,5.9,837.754,-0.5,77.993,-2.1,88.344,4.7,77715.856,-0.6,64.885,-5.1,74.205,-2.9,92.854,5.6,66110.312,1,0.851,1.7,113.692,6.1,110.061,5.1,68.902,2.5,83.193,-3,77715.856,-0.6,85.753,2.6,59.086,5.1,72.346,5.6,80.929,1.3,85.139,1.2,437.7,1.2
3116 - Animal slaughtering and processing,1992,98.394,3.6,74.635,2.9,411.495,-19.2,0.005,-28.6,90.62,2.1,98.293,0,89.164,5.7,82.361,0.8,11720.246,5.6,0.147,2.8,844.824,0.8,79.867,2.4,91.948,4.1,79807.943,2.7,64.02,-1.3,75.573,1.8,97.172,4.7,67676.202,2.4,0.848,-0.4,117.984,3.8,113.58,3.2,73.436,6.6,80.158,-3.6,79807.943,2.7,84.984,-0.9,62.409,5.6,75.776,4.7,85.222,5.3,86.17,1.2,443,1.2
3116 - Animal slaughtering and processing,1993,98.731,0.3,76.103,2,1928.313,368.6,0.023,360,89.584,-1.1,98.277,0,88.447,-0.8,84.952,3.1,12064.238,2.9,0.143,-2.7,871.402,3.1,80.987,1.4,92.777,0.9,84379.426,5.7,67.083,4.8,76.938,1.8,97.659,0.5,70386.876,4,0.834,-1.7,114.959,-2.6,111.126,-2.2,75.137,2.3,82.831,3.3,84379.426,5.7,85.498,0.6,64.241,2.9,75.621,-0.2,84.878,-0.4,88.524,2.7,455.1,2.7
3116 - Animal slaughtering and processing,1994,97.491,-1.3,77.865,2.3,3273.435,69.8,0.039,69.6,88.245,-1.5,98.231,0,86.032,-2.7,88.237,3.9,12601.138,4.5,0.152,6.3,905.098,3.9,80.997,0,93.721,1,82880.771,-1.8,65.227,-2.8,77.37,0.6,98.115,0.5,67006.198,-4.8,0.808,-3.1,111.195,-3.3,108.128,-2.7,75.912,1,80.53,-2.8,82880.771,-1.8,88.392,3.4,67.1,4.5,76.045,0.6,84.729,-0.2,89.593,1.2,460.6,1.2
3116 - Animal slaughtering and processing,1995,99.742,2.3,79.791,2.5,5816.082,77.7,0.068,74.4,87.295,-1.1,98.174,-0.1,87.07,1.2,91.403,3.6,13309.633,5.6,0.156,2.6,937.582,3.6,84.81,4.7,93.839,0.1,85484.235,3.1,67.191,3,81.677,5.6,97.438,-0.7,66358.519,-1,0.776,-4,106.602,-4.1,104.574,-3.3,79.585,4.8,79.226,-1.6,85484.235,3.1,89.053,0.7,70.873,5.6,77.538,2,84.938,0.2,93.698,4.6,481.7,4.6
